ruff	extend-exclude	list[str]	[]	-	A list of file patterns to omit from formatting and linting, in addition to those specified by [`exclude`](#exclude).  Exclusions are based on globs, and can be either:  - Single-path patterns, like `.mypy_cache` (to exclude any directory   named `.mypy_cache` in the tree), `foo.py` (to exclude any 
ruff	extend-include	list[str]	[]	-	A list of file patterns to include when linting, in addition to those specified by [`include`](#include).  Inclusion are based on globs, and should be single-path patterns, like `*.pyw`, to include any file with the `.pyw` extension.  For more information on the glob syntax, refer to the [`globset` 
ruff	extension	dict[str, Language]	{}	-	A mapping of custom file extensions to known file types (overridden by the `--extension` command-line flag).  Supported file types include `python`, `pyi`, `ipynb`, and `markdown`.  Any file extensions listed here will be automatically added to the default `include` list as a `*.{ext}` glob, so that
ruff	fix	bool	false	-	Enable fix behavior by-default when running `ruff` (overridden by the `--fix` and `--no-fix` command-line flags). Only includes automatic fixes unless `--unsafe-fixes` is provided.
ruff	fix-only	bool	false	-	Like [`fix`](#fix), but disables reporting on leftover violation. Implies [`fix`](#fix).
ruff	force-exclude	bool	false	-	Whether to enforce [`exclude`](#exclude) and [`extend-exclude`](#extend-exclude) patterns, even for paths that are passed to Ruff explicitly. Typically, Ruff will lint any paths passed in directly, even if they would typically be excluded. Setting `force-exclude = true` will cause Ruff to respect th
ruff	format.docstring-code-format	bool	false	-	Whether to format code snippets in docstrings.  When this is enabled, Python code examples within docstrings are automatically reformatted.  For example, when this is enabled, the following code:  ```python def f(x):     """     Something about `f`. And an example in doctest format:      >>> f(  x  
ruff	format.docstring-code-line-length	int | "dynamic"	"dynamic"	-	Set the line length used when formatting code snippets in docstrings.  This only has an effect when the `docstring-code-format` setting is enabled.  The default value for this setting is `"dynamic"`, which has the effect of ensuring that any reformatted code examples in docstrings adhere to the glob
ruff	format.exclude	list[str]	[]	-	A list of file patterns to exclude from formatting in addition to the files excluded globally (see [`exclude`](#exclude), and [`extend-exclude`](#extend-exclude)).  Exclusions are based on globs, and can be either:  - Single-path patterns, like `.mypy_cache` (to exclude any directory   named `.mypy_
ruff	format.indent-style	"space" | "tab"	"space"	-	Whether to use spaces or tabs for indentation.  `indent-style = "space"` (default):  ```python def f():     print("Hello") #  Spaces indent the `print` statement. ```  `indent-style = "tab"`:  ```python def f():     print("Hello") #  A tab `\t` indents the `print` statement. ```  PEP 8 recommends us
ruff	format.line-ending	"auto" | "lf" | "cr-lf" | "native"	"auto"	-	The character Ruff uses at the end of a line.  * `auto`: The newline style is detected automatically on a file per file basis. Files with mixed line endings will be converted to the first detected line ending. Defaults to `\n` for files that contain no line endings. * `lf`: Line endings will be conv
ruff	format.nested-string-quote-style	"alternating" | "preferred"	"alternating"	-	Controls the quote style for nested strings inside interpolated string expressions.  - `alternating` (default): Use alternating quotes. - `preferred`: Use the configured [`quote-style`](#format_quote-style).  ```python f"{data['key']}"  # alternating (default) f"{data["key"]}"  # preferred ```  Note
ruff	format.preview	bool	false	-	Whether to enable the unstable preview style formatting.
ruff	format.quote-style	"double" | "single" | "preserve"	"double"	-	Configures the preferred quote character for strings. The recommended options are  * `double` (default): Use double quotes `"` * `single`: Use single quotes `'`  In compliance with [PEP 8](https://peps.python.org/pep-0008/) and [PEP 257](https://peps.python.org/pep-0257/), Ruff prefers double quotes
ruff	format.skip-magic-trailing-comma	bool	false	-	Ruff uses existing trailing commas as an indication that short lines should be left separate. If this option is set to `true`, the magic trailing comma is ignored.  For example, Ruff leaves the arguments separate even though collapsing the arguments to a single line doesn't exceed the line length if
ruff	include	list[str]	["*.py", "*.pyi", "*.pyw", "*.ipynb", "*.md", "**/pyproject.toml", "**/ruff.toml", "**/.ruff.toml"]	-	A list of file patterns to include when linting.  Inclusion are based on globs, and should be single-path patterns, like `*.pyw`, to include any file with the `.pyw` extension. `pyproject.toml`, `ruff.toml`, and `.ruff.toml` are included here not for configuration but because we lint whether e.g. th
ruff	indent-width	int	4	-	The number of spaces per indentation level (tab).  Used by the formatter and when enforcing long-line violations (like `E501`) to determine the visual width of a tab.  This option changes the number of spaces the formatter inserts when using soft-tabs (`indent-style = space`).  PEP 8 recommends usin
ruff	line-length	int	88	-	The line length to use when enforcing long-lines violations (like `E501`) and at which `isort` and the formatter prefers to wrap lines.  The length is determined by the number of characters per line, except for lines containing East Asian characters or emojis. For these lines, the [unicode width](ht
ruff	lint.allowed-confusables	list[str]	[]	-	A list of allowed "confusable" Unicode characters to ignore when enforcing `RUF001`, `RUF002`, and `RUF003`.
ruff	lint.dummy-variable-rgx	str	"^(_+|(_+[a-zA-Z0-9_]*[a-zA-Z0-9]+?))$"	-	A regular expression used to identify "dummy" variables, or those which should be ignored when enforcing (e.g.) unused-variable rules. The default expression matches `_`, `__`, and `_var`, but not `_var_`.
ruff	lint.exclude	list[str]	[]	-	A list of file patterns to exclude from linting in addition to the files excluded globally (see [`exclude`](#exclude), and [`extend-exclude`](#extend-exclude)).  Exclusions are based on globs, and can be either:  - Single-path patterns, like `.mypy_cache` (to exclude any directory   named `.mypy_cac
ruff	lint.explicit-preview-rules	bool	false	-	Whether to require exact codes to select preview rules. When enabled, preview rules will not be selected by prefixes — the full code of each preview rule will be required to enable the rule.
ruff	lint.extend-fixable	list[RuleSelector]	[]	-	A list of rule codes or prefixes to consider fixable, in addition to those specified by [`fixable`](#lint_fixable).
ruff	lint.extend-ignore	list[RuleSelector]	[]	deprecated	A list of rule codes or prefixes to ignore, in addition to those specified by `ignore`.  This option is deprecated because it is now interchangeable with [`ignore`](#lint_ignore). In earlier versions of Ruff, `ignore` would _replace_ the set of ignored rules when using configuration inheritance (via
ruff	lint.extend-per-file-ignores	dict[str, list[RuleSelector]]	{}	-	A list of mappings from file pattern to rule codes or prefixes to exclude, in addition to any rules excluded by [`per-file-ignores`](#lint_per-file-ignores).
ruff	lint.extend-safe-fixes	list[RuleSelector]	[]	-	A list of rule codes or prefixes for which unsafe fixes should be considered safe.
ruff	lint.extend-select	list[RuleSelector]	[]	-	A list of rule codes or prefixes to enable, in addition to those specified by [`select`](#lint_select).  Unlike [`select`](#lint_select), which _replaces_ the default rule set when specified, `extend-select` _adds_ to whatever rules are already active. This makes `extend-select` the preferred option
ruff	lint.extend-unsafe-fixes	list[RuleSelector]	[]	-	A list of rule codes or prefixes for which safe fixes should be considered unsafe.
ruff	lint.external	list[str]	[]	-	A list of rule codes or prefixes that are unsupported by Ruff, but should be preserved when (e.g.) validating `# noqa` directives. Useful for retaining `# noqa` directives that cover plugins not yet implemented by Ruff.
ruff	lint.fixable	list[RuleSelector]	["ALL"]	-	A list of rule codes or prefixes to consider fixable. By default, all rules are considered fixable.
ruff	lint.flake8-annotations.allow-star-arg-any	bool	false	-	Whether to suppress `ANN401` for dynamically typed `*args` and `**kwargs` arguments.
ruff	lint.flake8-annotations.ignore-fully-untyped	bool	false	-	Whether to suppress `ANN*` rules for any declaration that hasn't been typed at all. This makes it easier to gradually add types to a codebase.
ruff	lint.flake8-annotations.mypy-init-return	bool	false	-	Whether to allow the omission of a return type hint for `__init__` if at least one argument is annotated.
ruff	lint.flake8-annotations.suppress-dummy-args	bool	false	-	Whether to suppress `ANN000`-level violations for arguments matching the "dummy" variable regex (like `_`).
ruff	lint.flake8-annotations.suppress-none-returning	bool	false	-	Whether to suppress `ANN200`-level violations for functions that meet either of the following criteria:  - Contain no `return` statement. - Explicit `return` statement(s) all return `None` (explicitly or   implicitly).
ruff	lint.flake8-bandit.allowed-markup-calls	list[str]	[]	-	A list of callable names, whose result may be safely passed into [`markupsafe.Markup`](https://markupsafe.palletsprojects.com/en/stable/escaping/#markupsafe.Markup).  Expects to receive a list of fully-qualified names (e.g., `bleach.clean`, rather than `clean`).  This setting helps you avoid false p
ruff	lint.flake8-bandit.check-typed-exception	bool	false	-	Whether to disallow `try`-`except`-`pass` (`S110`) for specific exception types. By default, `try`-`except`-`pass` is only disallowed for `Exception` and `BaseException`.
ruff	lint.flake8-bandit.extend-markup-names	list[str]	[]	-	A list of additional callable names that behave like [`markupsafe.Markup`](https://markupsafe.palletsprojects.com/en/stable/escaping/#markupsafe.Markup).  Expects to receive a list of fully-qualified names (e.g., `webhelpers.html.literal`, rather than `literal`).
ruff	lint.flake8-bandit.hardcoded-tmp-directory	list[str]	["/tmp", "/var/tmp", "/dev/shm"]	-	A list of directories to consider temporary (see `S108`).
ruff	lint.flake8-bandit.hardcoded-tmp-directory-extend	list[str]	[]	-	A list of directories to consider temporary, in addition to those specified by [`hardcoded-tmp-directory`](#lint_flake8-bandit_hardcoded-tmp-directory) (see `S108`).
ruff	lint.flake8-boolean-trap.extend-allowed-calls	list[str]	[]	-	Additional callable functions with which to allow boolean traps.  Expects to receive a list of fully-qualified names (e.g., `pydantic.Field`, rather than `Field`).
ruff	lint.flake8-bugbear.extend-immutable-calls	list[str]	[]	-	Additional callable functions to consider "immutable" when evaluating, e.g., the `function-call-in-default-argument` rule (`B008`) or `function-call-in-dataclass-defaults` rule (`RUF009`).  Expects to receive a list of fully-qualified names (e.g., `fastapi.Query`, rather than `Query`).
ruff	lint.flake8-builtins.allowed-modules	list[str]	[]	-	List of builtin module names to allow.
ruff	lint.flake8-builtins.builtins-allowed-modules	list[str]	[]	deprecated	DEPRECATED: This option has been renamed to `allowed-modules`. Use `allowed-modules` instead.  List of builtin module names to allow.  This option is ignored if both `allowed-modules` and `builtins-allowed-modules` are set.
ruff	lint.flake8-builtins.builtins-ignorelist	list[str]	[]	deprecated	DEPRECATED: This option has been renamed to `ignorelist`. Use `ignorelist` instead.  Ignore list of builtins.  This option is ignored if both `ignorelist` and `builtins-ignorelist` are set.
ruff	lint.flake8-builtins.builtins-strict-checking	bool	false	deprecated	DEPRECATED: This option has been renamed to `strict-checking`. Use `strict-checking` instead.  Compare module names instead of full module paths.  This option is ignored if both `strict-checking` and `builtins-strict-checking` are set.
ruff	lint.flake8-builtins.ignorelist	list[str]	[]	-	Ignore list of builtins.
ruff	lint.flake8-builtins.strict-checking	bool	false	-	Compare module names instead of full module paths.  Used by [`A005` - `stdlib-module-shadowing`](https://docs.astral.sh/ruff/rules/stdlib-module-shadowing/).
ruff	lint.flake8-comprehensions.allow-dict-calls-with-keyword-arguments	bool	false	-	Allow `dict` calls that make use of keyword arguments (e.g., `dict(a=1, b=2)`).
ruff	lint.flake8-copyright.author	str	null	-	Author to enforce within the copyright notice. If provided, the author must be present immediately following the copyright notice.
ruff	lint.flake8-copyright.min-file-size	int	0	-	A minimum file size (in bytes) required for a copyright notice to be enforced. By default, all files are validated.
ruff	lint.flake8-copyright.notice-rgx	str	"(?i)Copyright\s+((?:\(C\)|©)\s+)?\d{4}((-|,\s)\d{4})*"	-	The regular expression used to match the copyright notice, compiled with the [`regex`](https://docs.rs/regex/latest/regex/) crate. Defaults to `(?i)Copyright\s+((?:\(C\)|©)\s+)?\d{4}((-|,\s)\d{4})*`, which matches the following:  - `Copyright 2023` - `Copyright (C) 2023` - `Copyright 2021-2023` - `C
ruff	lint.flake8-errmsg.max-string-length	int	0	-	Maximum string length for string literals in exception messages.
ruff	lint.flake8-gettext.extend-function-names	list[str]	[]	-	Additional function names to consider as internationalization calls, in addition to those included in [`function-names`](#lint_flake8-gettext_function-names).
ruff	lint.flake8-gettext.function-names	list[str]	["_", "gettext", "ngettext"]	-	The function names to consider as internationalization calls.
ruff	lint.flake8-implicit-str-concat.allow-multiline	bool	true	-	Whether to allow implicit string concatenations for multiline strings. By default, implicit concatenations of multiline strings are allowed (but continuation lines, delimited with a backslash, are prohibited).  Setting `allow-multiline = false` will automatically disable the `explicit-string-concate
ruff	lint.flake8-import-conventions.aliases	dict[str, str]	{"altair": "alt", "matplotlib": "mpl", "matplotlib.pyplot": "plt", "numpy": "np", "numpy.typing": "npt", "pandas": "pd", "seaborn": "sns", "tensorflow": "tf", "tkinter":  "tk", "holoviews": "hv", "panel": "pn", "plotly.express": "px", "polars": "pl", "pyarrow": "pa", "xml.etree.ElementTree": "ET"}	-	The conventional aliases for imports. These aliases can be extended by the [`extend-aliases`](#lint_flake8-import-conventions_extend-aliases) option.
ruff	lint.flake8-import-conventions.banned-aliases	dict[str, list[str]]	{}	-	A mapping from module to its banned import aliases.
ruff	lint.flake8-import-conventions.banned-from	list[str]	[]	-	A list of modules that should not be imported from using the `from ... import ...` syntax.  For example, given `banned-from = ["pandas"]`, `from pandas import DataFrame` would be disallowed, while `import pandas` would be allowed.
ruff	lint.flake8-import-conventions.extend-aliases	dict[str, str]	{}	-	A mapping from module to conventional import alias. These aliases will be added to the [`aliases`](#lint_flake8-import-conventions_aliases) mapping and will override any existing `aliases` if the two settings overlap.
ruff	lint.flake8-pytest-style.fixture-parentheses	bool	false	-	Boolean flag specifying whether `@pytest.fixture()` without parameters should have parentheses. If the option is set to `false` (the default), `@pytest.fixture` is valid and `@pytest.fixture()` is invalid. If set to `true`, `@pytest.fixture()` is valid and `@pytest.fixture` is invalid.
ruff	lint.flake8-pytest-style.mark-parentheses	bool	false	-	Boolean flag specifying whether `@pytest.mark.foo()` without parameters should have parentheses. If the option is set to `false` (the default), `@pytest.mark.foo` is valid and `@pytest.mark.foo()` is invalid. If set to `true`, `@pytest.mark.foo()` is valid and `@pytest.mark.foo` is invalid.
ruff	lint.flake8-pytest-style.parametrize-names-type	"csv" | "tuple" | "list"	tuple	-	Expected type for multiple argument names in `@pytest.mark.parametrize`. The following values are supported:  - `csv` — a comma-separated list, e.g.   `@pytest.mark.parametrize("name1,name2", ...)` - `tuple` (default) — e.g.   `@pytest.mark.parametrize(("name1", "name2"), ...)` - `list` — e.g. `@pyt
ruff	lint.flake8-pytest-style.parametrize-values-row-type	"tuple" | "list"	tuple	-	Expected type for each row of values in `@pytest.mark.parametrize` in case of multiple parameters. The following values are supported:  - `tuple` (default) — e.g.   `@pytest.mark.parametrize(("name1", "name2"), [(1, 2), (3, 4)])` - `list` — e.g.   `@pytest.mark.parametrize(("name1", "name2"), [[1, 2
ruff	lint.flake8-pytest-style.parametrize-values-type	"tuple" | "list"	list	-	Expected type for the list of values rows in `@pytest.mark.parametrize`. The following values are supported:  - `tuple` — e.g. `@pytest.mark.parametrize("name", (1, 2, 3))` - `list` (default) — e.g. `@pytest.mark.parametrize("name", [1, 2, 3])`
ruff	lint.flake8-pytest-style.raises-extend-require-match-for	list[str]	[]	-	List of additional exception names that require a match= parameter in a `pytest.raises()` call. This extends the default list of exceptions that require a match= parameter. This option is useful if you want to extend the default list of exceptions that require a match= parameter without having to sp
ruff	lint.flake8-pytest-style.raises-require-match-for	list[str]	["BaseException", "Exception", "ValueError", "OSError", "IOError", "EnvironmentError", "socket.error"]	-	List of exception names that require a match= parameter in a `pytest.raises()` call.  Supports glob patterns. For more information on the glob syntax, refer to the [`globset` documentation](https://docs.rs/globset/latest/globset/#syntax).
ruff	lint.flake8-pytest-style.warns-extend-require-match-for	list[str]	[]	-	List of additional warning names that require a match= parameter in a `pytest.warns()` call. This extends the default list of warnings that require a match= parameter.  This option is useful if you want to extend the default list of warnings that require a match= parameter without having to specify 
ruff	lint.flake8-pytest-style.warns-require-match-for	list[str]	["Warning", "UserWarning", "DeprecationWarning"]	-	List of warning names that require a match= parameter in a `pytest.warns()` call.  Supports glob patterns. For more information on the glob syntax, refer to the [`globset` documentation](https://docs.rs/globset/latest/globset/#syntax).
ruff	lint.flake8-quotes.avoid-escape	bool	true	-	Whether to avoid using single quotes if a string contains single quotes, or vice-versa with double quotes, as per [PEP 8](https://peps.python.org/pep-0008/#string-quotes). This minimizes the need to escape quotation marks within strings.
ruff	lint.flake8-quotes.docstring-quotes	"single" | "double"	"double"	-	Quote style to prefer for docstrings (either "single" or "double").  When using the formatter, only "double" is compatible, as the formatter enforces double quotes for docstrings strings.
ruff	lint.flake8-quotes.inline-quotes	"single" | "double"	"double"	-	Quote style to prefer for inline strings (either "single" or "double").  When using the formatter, ensure that [`format.quote-style`](#format_quote-style) is set to the same preferred quote style.
ruff	lint.flake8-quotes.multiline-quotes	"single" | "double"	"double"	-	Quote style to prefer for multiline strings (either "single" or "double").  When using the formatter, only "double" is compatible, as the formatter enforces double quotes for multiline strings.
ruff	lint.flake8-self.extend-ignore-names	list[str]	[]	-	Additional names to ignore when considering `flake8-self` violations, in addition to those included in [`ignore-names`](#lint_flake8-self_ignore-names).
ruff	lint.flake8-self.ignore-names	list[str]	["_make", "_asdict", "_replace", "_fields", "_field_defaults", "_name_", "_value_"]	-	A list of names to ignore when considering `flake8-self` violations.
ruff	lint.flake8-tidy-imports.ban-lazy	"all" | list[str] | { include = "all" | list[str], exclude = list[str] }	[]	-	Specific modules that may not be imported lazily, or `"all"` to forbid lazy imports except for any modules excluded from the selector. This rule is only enforced when targeting Python 3.15 or newer.
ruff	lint.flake8-tidy-imports.ban-relative-imports	"parents" | "all"	"parents"	-	Whether to ban all relative imports (`"all"`), or only those imports that extend into the parent module or beyond (`"parents"`).
ruff	lint.flake8-tidy-imports.banned-api	dict[str, { "msg": str }]	{}	-	Specific modules or module members that may not be imported or accessed. Note that this rule is only meant to flag accidental uses, and can be circumvented via `eval` or `importlib`.
ruff	lint.flake8-tidy-imports.banned-module-level-imports	list[str]	[]	-	List of specific modules that may not be imported at module level, and should instead be imported lazily (e.g., within a function definition, or an `if TYPE_CHECKING:` block, or some other nested context). This also affects the rule `import-outside-top-level` if `banned-module-level-imports` is enab
ruff	lint.flake8-tidy-imports.require-lazy	"all" | list[str] | { include = "all" | list[str], exclude = list[str] }	[]	-	Specific modules that must be imported lazily in contexts where `lazy import` is legal, or `"all"` to require every lazily-convertible import to use the `lazy` keyword. Ruff ignores contexts where `lazy import` is invalid, such as functions, classes, `try`/`except` blocks, `__future__` imports, and 
ruff	lint.flake8-type-checking.exempt-modules	list[str]	["typing"]	-	Exempt certain modules from needing to be moved into type-checking blocks.
ruff	lint.flake8-type-checking.quote-annotations	bool	false	-	Whether to add quotes around type annotations, if doing so would allow the corresponding import to be moved into a type-checking block.  For example, in the following, Python requires that `Sequence` be available at runtime, despite the fact that it's only used in a type annotation:  ```python from 
ruff	lint.flake8-type-checking.runtime-evaluated-base-classes	list[str]	[]	-	Exempt classes that list any of the enumerated classes as a base class from needing to be moved into type-checking blocks.  Common examples include Pydantic's `pydantic.BaseModel` and SQLAlchemy's `sqlalchemy.orm.DeclarativeBase`, but can also support user-defined classes that inherit from those bas
ruff	lint.flake8-type-checking.runtime-evaluated-decorators	list[str]	[]	-	Exempt classes and functions decorated with any of the enumerated decorators from being moved into type-checking blocks.  Common examples include Pydantic's `@pydantic.validate_call` decorator (for functions) and attrs' `@attrs.define` decorator (for classes).  This also supports framework decorator
ruff	lint.flake8-type-checking.strict	bool	false	-	Enforce `TC001`, `TC002`, and `TC003` rules even when valid runtime imports are present for the same module.  See flake8-type-checking's [strict](https://github.com/snok/flake8-type-checking#strict) option.
ruff	lint.flake8-unused-arguments.ignore-variadic-names	bool	false	-	Whether to allow unused variadic arguments, like `*args` and `**kwargs`.
ruff	lint.future-annotations	bool	false	-	Whether to allow rules to add `from __future__ import annotations` in cases where this would simplify a fix or enable a new diagnostic.  For example, `TC001`, `TC002`, and `TC003` can move more imports into `TYPE_CHECKING` blocks if `__future__` annotations are enabled.
ruff	lint.ignore	list[RuleSelector]	[]	-	A list of rule codes or prefixes to ignore. Prefixes can specify exact rules (like `F841`), entire groups (like `F`), or anything in between.  When breaking ties between enabled and disabled rules (via `select` and `ignore`, respectively), more specific prefixes override less specific prefixes. `ign
ruff	lint.ignore-init-module-imports	bool	true	deprecated	Avoid automatically removing unused imports in `__init__.py` files. Such imports will still be flagged, but with a dedicated message suggesting that the import is either added to the module's `__all__` symbol, or re-exported with a redundant alias (e.g., `import os as os`).  This option is enabled b
ruff	lint.isort.case-sensitive	bool	false	-	Sort imports taking into account case sensitivity.  Note that the [`order-by-type`](#lint_isort_order-by-type) setting will take precedence over this one when enabled.
ruff	lint.isort.classes	list[str]	[]	-	An override list of tokens to always recognize as a Class for [`order-by-type`](#lint_isort_order-by-type) regardless of casing.
ruff	lint.isort.combine-as-imports	bool	false	-	Combines as imports on the same line. See isort's [`combine-as-imports`](https://pycqa.github.io/isort/docs/configuration/options.html#combine-as-imports) option.
ruff	lint.isort.constants	list[str]	[]	-	An override list of tokens to always recognize as a CONSTANT for [`order-by-type`](#lint_isort_order-by-type) regardless of casing.
ruff	lint.isort.default-section	str	"third-party"	-	Define a default section for any imports that don't fit into the specified [`section-order`](#lint_isort_section-order).
ruff	lint.isort.detect-same-package	bool	true	-	Whether to automatically mark imports from within the same package as first-party. For example, when `detect-same-package = true`, then when analyzing files within the `foo` package, any imports from within the `foo` package will be considered first-party.  This heuristic is often unnecessary when `
ruff	lint.isort.extra-standard-library	list[str]	[]	-	A list of modules to consider standard-library, in addition to those known to Ruff in advance.  Supports glob patterns. For more information on the glob syntax, refer to the [`globset` documentation](https://docs.rs/globset/latest/globset/#syntax).
ruff	lint.isort.force-single-line	bool	false	-	Forces all from imports to appear on their own line.
ruff	lint.isort.force-sort-within-sections	bool	false	-	Don't sort straight-style imports (like `import sys`) before from-style imports (like `from itertools import groupby`). Instead, sort the imports by module, independent of import style.
ruff	lint.isort.force-to-top	list[str]	[]	-	Force specific imports to the top of their appropriate section.
ruff	lint.isort.force-wrap-aliases	bool	false	-	Force `import from` statements with multiple members and at least one alias (e.g., `import A as B`) to wrap such that every line contains exactly one member. For example, this formatting would be retained, rather than condensing to a single line:  ```python from .utils import (     test_directory as
ruff	lint.isort.forced-separate	list[str]	[]	-	A list of modules to separate into auxiliary block(s) of imports, in the order specified.
ruff	lint.isort.from-first	bool	false	-	Whether to place `import from` imports before straight imports when sorting.  For example, by default, imports will be sorted such that straight imports appear before `import from` imports, as in: ```python import os import sys from typing import List ```  Setting `from-first = true` will instead so
ruff	lint.isort.import-heading	dict["future" | "standard-library" | "third-party" | "first-party" | "local-folder" | str, str]	{}	-	A mapping from import section names to their heading comments.  When set, a comment with the specified text will be added above imports in the corresponding section. If a heading comment already exists, it will be replaced.  Compatible with isort's `import_heading_{section_name}` settings.
ruff	lint.isort.known-first-party	list[str]	[]	-	A list of modules to consider first-party, regardless of whether they can be identified as such via introspection of the local filesystem.  Supports glob patterns. For more information on the glob syntax, refer to the [`globset` documentation](https://docs.rs/globset/latest/globset/#syntax).
ruff	lint.isort.known-local-folder	list[str]	[]	-	A list of modules to consider being a local folder. Generally, this is reserved for relative imports (`from . import module`).  Supports glob patterns. For more information on the glob syntax, refer to the [`globset` documentation](https://docs.rs/globset/latest/globset/#syntax).
ruff	lint.isort.known-third-party	list[str]	[]	-	A list of modules to consider third-party, regardless of whether they can be identified as such via introspection of the local filesystem.  Supports glob patterns. For more information on the glob syntax, refer to the [`globset` documentation](https://docs.rs/globset/latest/globset/#syntax).
ruff	lint.isort.length-sort	bool	false	-	Sort imports by their string length, such that shorter imports appear before longer imports. For example, by default, imports will be sorted alphabetically, as in: ```python import collections import os ```  Setting `length-sort = true` will instead sort such that shorter imports appear before longe
ruff	lint.isort.length-sort-straight	bool	false	-	Sort straight imports by their string length. Similar to [`length-sort`](#lint_isort_length-sort), but applies only to straight imports and doesn't affect `from` imports.
ruff	lint.isort.lines-after-imports	int	-1	-	The number of blank lines to place after imports. Use `-1` for automatic determination.  Ruff uses at most one blank line after imports in typing stub files (files with `.pyi` extension) in accordance to the typing style recommendations ([source](https://typing.python.org/en/latest/guides/writing_st
ruff	lint.isort.lines-between-types	int	0	-	The number of lines to place between "direct" and `import from` imports.  When using the formatter, only the values `0` and `1` are compatible because it preserves up to one empty line after imports in nested blocks.
ruff	lint.isort.no-lines-before	list["future" | "standard-library" | "third-party" | "first-party" | "local-folder" | str]	[]	-	A list of sections that should _not_ be delineated from the previous section via empty lines.
ruff	lint.isort.no-sections	bool	false	-	Put all imports into the same section bucket.  For example, rather than separating standard library and third-party imports, as in: ```python import os import sys  import numpy import pandas ```  Setting `no-sections = true` will instead group all imports into a single section: ```python import nump
ruff	lint.isort.order-by-type	bool	true	-	Order imports by type, which is determined by case, in addition to alphabetically.  Note that this option takes precedence over the [`case-sensitive`](#lint_isort_case-sensitive) setting when enabled.
ruff	lint.isort.relative-imports-order	"furthest-to-closest" | "closest-to-furthest"	"furthest-to-closest"	-	Whether to place "closer" imports (fewer `.` characters, most local) before "further" imports (more `.` characters, least local), or vice versa.  The default ("furthest-to-closest") is equivalent to isort's [`reverse-relative`](https://pycqa.github.io/isort/docs/configuration/options.html#reverse-re
ruff	lint.isort.required-imports	list[str]	[]	-	Add the specified import line to all files.
ruff	lint.isort.section-order	list["future" | "standard-library" | "third-party" | "first-party" | "local-folder" | str]	["future", "standard-library", "third-party", "first-party", "local-folder"]	-	Override in which order the sections should be output. Can be used to move custom sections.
ruff	lint.isort.sections	dict[str, list[str]]	{}	-	A list of mappings from section names to modules.  By default, imports are categorized according to their type (e.g., `future`, `third-party`, and so on). This setting allows you to group modules into custom sections, to augment or override the built-in sections.  For example, to group all testing u
ruff	lint.isort.single-line-exclusions	list[str]	[]	-	One or more modules to exclude from the single line rule.
ruff	lint.isort.split-on-trailing-comma	bool	true	-	If a comma is placed after the last member in a multi-line import, then the imports will never be folded into one line.  See isort's [`split-on-trailing-comma`](https://pycqa.github.io/isort/docs/configuration/options.html#split-on-trailing-comma) option.  When using the formatter, ensure that [`for
ruff	lint.isort.variables	list[str]	[]	-	An override list of tokens to always recognize as a var for [`order-by-type`](#lint_isort_order-by-type) regardless of casing.
